asin,title,author,description,text
1493768824,Black box,Cassia Leo,"Over the course of five years, Mikki and Crush cross paths on three separate occasions. Their first encounter changes Mikka's life forever, but their second meeting leaves them both buried beneath the emotional wreckage of a violent attack. Mikki is left with more questions and grief than she can handle, while Crush is forced to forget the girl who saved his life. Now nineteen years old, Mikki Gladstone has decided she's tired of the mind-numbing meds. She books a flight to Los Angeles to end her life far away from her loving, though often distant, family. Twenty-one-year-old Crush has always channeled his blackest thoughts into his music, but he's never had great aspirations. He decides to fly to Los Angeles to record a demo of the only song he's never performed in public; a song he wrote for a girl he doesn't even know: Black Box. He has no expectations of fame and he's never felt like his life had any purpose ... until he meets Mikki in Terminal B. When Mikki and Crush cross paths for the third time in Terminal B, neither has any idea who the other person is; until they slowly piece together their history and realize that fate has more in store for them than just another love story.","Black box by Cassia Leo. Over the course of five years, Mikki and Crush cross paths on three separate occasions. Their first encounter changes Mikka's life forever, but their second meeting leaves them both buried beneath the emotional wreckage of a violent attack. Mikki is left with more questions and grief than she can handle, while Crush is forced to forget the girl who saved his life. Now nineteen years old, Mikki Gladstone has decided she's tired of the mind-numbing meds. She books a flight to Los Angeles to end her life far away from her loving, though often distant, family. Twenty-one-year-old Crush has always channeled his blackest thoughts into his music, but he's never had great aspirations. He decides to fly to Los Angeles to record a demo of the only song he's never performed in public; a song he wrote for a girl he doesn't even know: Black Box. He has no expectations of fame and he's never felt like his life had any purpose ... until he meets Mikki in Terminal B. When Mikki and Crush cross paths for the third time in Terminal B, neither has any idea who the other person is; until they slowly piece together their history and realize that fate has more in store for them than just another love story."
1493773445,Hard to Love You,Megan Smith,,Hard to Love You by Megan Smith
1493788868,Try,Ella Frank,,Try by Ella Frank
1494204339,Catch Me,Claire Contreras,,Catch Me by Claire Contreras
149421590X,,,,149421590X
1494226405,,,,1494226405
149423355X,,,,149423355X
1494244381,Wrecked,Priscilla West,,Wrecked by Priscilla West
1494282011,Jake Undone,Penelope Ward,,Jake Undone by Penelope Ward
1494286084,Tainted,K. A. Robinson,"""The epic conclusion to Drake and Chloe's story""--Page 4 of cover.

Drake lost everything the day Chloe walked away from him. Feeling angry and hurt by her abandonment, he dives deeper into his cocaine use. Each day becomes a struggle for him. After his band is picked up by a recording studio in Los Angeles, things go from bad to worse. What happens to a man who has lost everything he ever truly cared about?","Tainted by K. A. Robinson. ""The epic conclusion to Drake and Chloe's story""--Page 4 of cover.

Drake lost everything the day Chloe walked away from him. Feeling angry and hurt by her abandonment, he dives deeper into his cocaine use. Each day becomes a struggle for him. After his band is picked up by a recording studio in Los Angeles, things go from bad to worse. What happens to a man who has lost everything he ever truly cared about?"
1494289105,,,,1494289105
149429169X,Gemini,Penelope Ward,,Gemini by Penelope Ward
1494297523,Reviving Izabel,J. A. Redmerski,,Reviving Izabel by J. A. Redmerski
1494374560,Vip,M. Robinson,,Vip by M. Robinson
1494376644,Being Julia,Sandi Lynn,,Being Julia by Sandi Lynn
1494407752,Bound,Brenda Rothert,,Bound by Brenda Rothert
1494443252,When I Break,Kendall Ryan,,When I Break by Kendall Ryan
149446747X,Seeing Stars,J. Sterling,,Seeing Stars by J. Sterling
1494469170,One to Hold,Tia Louise,,One to Hold by Tia Louise
1494482320,Alluring Seduction,Skye Turner,,Alluring Seduction by Skye Turner
1494488558,,,,1494488558
1494714361,Two to Tango,Mimi Strong,,Two to Tango by Mimi Strong
1494722631,,,,1494722631
1494724693,Until Lilly,Aurora Rose Reynolds,,Until Lilly by Aurora Rose Reynolds
149473592X,Beck,Harper Sloan,,Beck by Harper Sloan
1494751534,Rare and Precious Things,Raine Miller,,Rare and Precious Things by Raine Miller
1494755610,Too Consumed,Skyla Madi,,Too Consumed by Skyla Madi
1494774305,Forever Ours,Cassia Leo,,Forever Ours by Cassia Leo
1494783827,Lucky Number Four,Amanda Jason,,Lucky Number Four by Amanda Jason
1494794357,Changing His Game,Justine Elvira,,Changing His Game by Justine Elvira
1494807017,Never Been Ready,J. Berg,,Never Been Ready by J. Berg
149484172X,Ravage Me (Ravage MC #1),Ryan Michele,,Ravage Me (Ravage MC #1) by Ryan Michele
1494851636,Passion and ponies,Tara Sivec,,Passion and ponies by Tara Sivec
1494852039,Lie Next To Me,Sandi Lynn,,Lie Next To Me by Sandi Lynn
1494875713,Conflicted Love,Lola Stark,,Conflicted Love by Lola Stark
1494931451,Worth the Chance,Vi Keeland,,Worth the Chance by Vi Keeland
1494937115,Keep Me,Faith Andrews,,Keep Me by Faith Andrews
1494957612,Fierce,Clarissa Wild,,Fierce by Clarissa Wild
1494962772,Undone,Rebecca Shea,"""I've found it's easier to share my body but not my soul. I need no one, yet I crave her. Self-assured and independent, she doesn't need me--but she wants me, and undeniably I want her too. At war with myself as I battle the secrets of my past, I don't know if I can allow her to see the darkest parts of me, the parts I've left untouched--undone. As she chips away at the walls I've built for years, I fear those secrets will hold me hostage from love--forever.""--Page 4 of cover.","Undone by Rebecca Shea. ""I've found it's easier to share my body but not my soul. I need no one, yet I crave her. Self-assured and independent, she doesn't need me--but she wants me, and undeniably I want her too. At war with myself as I battle the secrets of my past, I don't know if I can allow her to see the darkest parts of me, the parts I've left untouched--undone. As she chips away at the walls I've built for years, I fear those secrets will hold me hostage from love--forever.""--Page 4 of cover."
149499738X,Every Second With You,Lauren Blakely,,Every Second With You by Lauren Blakely
1495200388,All the Pretty Poses,M. Leighton,,All the Pretty Poses by M. Leighton
1495269655,Twisted ties,K. A. Robinson,"Two years ago, Emma Preston walked away from Jesse Daniels and it is a decision she has regretted ever since. Emma enlists Jesse's former best friend, Andy, to help her search for him. Just when Emma thinks she has found Jesse, a dark secret and misunderstandings force them apart before they can reconnect.","Twisted ties by K. A. Robinson. Two years ago, Emma Preston walked away from Jesse Daniels and it is a decision she has regretted ever since. Emma enlists Jesse's former best friend, Andy, to help her search for him. Just when Emma thinks she has found Jesse, a dark secret and misunderstandings force them apart before they can reconnect."
1495281078,,,,1495281078
1495300978,Unravel,Calia Read,"""Committed to a psych ward against her will, Naomi Carradine knows there's been a huge mistake. But it's no use explaining the shocking and sensational events leading up to her confinement. When she tells others what she has witnessed, no one believes her, or remotely understands the extreme highs and lows she's experienced. Even her childhood sweetheart Lachlan seems to think Naomi is losing her mind and begins to pull away. With everyone convinced she's insane, and finding herself haunted by demons both real and imagined, Naomi starts to worry they may be right. With the help of a sensitive new psychiatrist, Naomi must face a traumatic past that may have fractured her reality ... and discover that even the purest of souls have darkness in them""--","Unravel by Calia Read. ""Committed to a psych ward against her will, Naomi Carradine knows there's been a huge mistake. But it's no use explaining the shocking and sensational events leading up to her confinement. When she tells others what she has witnessed, no one believes her, or remotely understands the extreme highs and lows she's experienced. Even her childhood sweetheart Lachlan seems to think Naomi is losing her mind and begins to pull away. With everyone convinced she's insane, and finding herself haunted by demons both real and imagined, Naomi starts to worry they may be right. With the help of a sensitive new psychiatrist, Naomi must face a traumatic past that may have fractured her reality ... and discover that even the purest of souls have darkness in them""--"
1495307352,Raw,Belle Aurora,A young woman falls for her stalker and a complicated relationship begins.,Raw by Belle Aurora. A young woman falls for her stalker and a complicated relationship begins.
1495327515,Fighting Temptation,K. C. Lynn,,Fighting Temptation by K. C. Lynn
1495340600,More than him,Jay McLean,"""We live in a world of darkness and shadows, where monsters hide and aim to ruin. And they did. They ruined us and turned our dreams into nightmares. But now we're back. And we're fighting. Not just for us, or for each other, but for our light""--Back cover","More than him by Jay McLean. ""We live in a world of darkness and shadows, where monsters hide and aim to ruin. And they did. They ruined us and turned our dreams into nightmares. But now we're back. And we're fighting. Not just for us, or for each other, but for our light""--Back cover"
1495356744,Changing Course,Aly Martinez,,Changing Course by Aly Martinez
1495373959,Sweet Rome,Tillie Cole,,Sweet Rome by Tillie Cole
149539090X,Archer's Voice,Mia Sheridan,,Archer's Voice by Mia Sheridan
